"hour","datetime","funny_total","funny_online","askscience_total","askscience_online","TodayILearned_total","TodayILearned_online","gonewild_total","gonewild_online","firstworldanarchists_total","firstworldanarchists_online","buildapc_total","buildapc_online","dataisbeautiful_total","dataisbeautiful_online","calvinandhobbes_total","calvinandhobbes_online","sixworldstories_total","sixworldstories_online","ExplainLikeIAmA_total","ExplainLikeIAmA_online"
"1824","3/18 0:0","5553336","26513","2184694","1599","5242477","9127","573587","3471","195136","129","189021","678","164577","235","77164","42","19384","12","86796","376"
"1825","3/18 1:0","5553652","27297","2184999","1632","5242794","11325","573608","3416","195147","132","189030","720","164595","224","77168","44","19384","21","86800","350"
"1826","3/18 2:0","5553945","28598","2185310","1349","5243100","9951","573649","3473","195152","133","189039","786","164606","218","77170","40","19382","17","86809","315"
"1827","3/18 3:0","5554302","30595","2185672","1272","5243476","9198","573682","3614","195159","129","189053","808","164620","192","77174","46","19383","26","86809","263"
"1828","3/18 4:0","5554655","25775","2186054","1030","5243854","9782","573706","3751","195167","100","189060","774","164633","153","77178","45","19384","31","86817","254"
"1829","3/18 5:0","5554950","19697","2186352","942","5244151","7713","573738","3448","195175","83","189065","647","164639","138","77181","27","19384","18","86821","262"
"1830","3/18 6:0","5555226","14806","2186622","716","5244426","7438","573763","3045","195183","72","189068","537","164642","93","77185","20","19386","21","86819","189"
"1831","3/18 7:0","5555413","11833","2186815","640","5244621","6078","573789","2502","195195","70","189074","438","164648","104","77186","18","19386","18","86821","154"
"1832","3/18 8:0","5555559","9386","2186973","546","5244788","5140","573788","1887","195201","54","189080","373","164653","78","77186","16","19387","10","86824","112"
"1833","3/18 9:0","5555731","7781","2187162","468","5244989","3865","573806","1534","195201","55","189085","312","164657","73","77189","12","19386","12","86823","94"
"1834","3/18 10:0","5555903","7456","2187324","501","5245162","3514","573822","1572","195206","26","189089","306","164659","68","77190","13","19386","18","86824","87"
"1835","3/18 11:0","5556083","8983","2187511","613","5245358","4204","573828","1867","195216","56","189094","325","164659","72","77191","10","19386","12","86826","114"
"1836","3/18 12:0","5556245","11094","2187698","641","5245543","4850","573830","2404","195223","67","189099","389","164664","77","77190","13","19384","9","86827","87"
"1837","3/18 13:0","5556484","13636","2187965","641","5245794","5234","573841","2702","195230","65","189105","476","164670","121","77193","20","19385","11","86827","75"
"1838","3/18 14:0","5556751","17665","2188250","763","5246065","4957","573851","2932","195237","68","189116","546","164677","161","77193","17","19385","20","86828","94"
"1839","3/18 15:0","5557020","19065","2188533","775","5246353","5594","573866","2886","195243","129","189119","753","164694","720","77195","16","19383","25","86825","81"
"1840","3/18 16:0","5557302","18223","2188831","2158","5246655","7791","573889","2699","195260","272","189122","780","164714","785","77196","27","19383","29","86824","97"
"1841","3/18 17:0","5557596","19167","2189138","2931","5246980","7741","573897","2925","195266","313","189126","840","164729","924","77198","24","19384","18","86825","105"
"1842","3/18 18:0","5557901","21000","2189466","2919","5247317","7158","573911","3090","195270","357","189131","794","164747","809","77199","31","19384","24","86825","133"
"1843","3/18 19:0","5558265","22350","2189853","2647","5247708","6001","573948","3230","195274","350","189147","784","164766","780","77202","40","19384","21","86829","154"
"1844","3/18 20:0","5558597","26969","2190208","2601","5248072","5778","573974","3158","195291","298","189155","792","164789","649","77207","31","19384","18","86832","134"
"1845","3/18 21:0","5558922","34343","2190568","2538","5248423","4960","574013","3255","195294","279","189168","807","164809","523","77214","23","19385","17","86832","127"
"1846","3/18 22:0","5559273","35215","2190940","2415","5248789","5938","574048","3471","195303","254","189175","821","164829","517","77220","33","19386","24","86833","134"
"1847","3/18 23:0","5559619","28264","2191287","2408","5249138","8680","574083","3603","195304","246","189184","793","164849","404","77222","31","19386","24","86834","134"
"1848","3/19 0:0","5559921","26403","2191617","2231","5249462","7875","574101","3411","195311","196","189184","743","164864","388","77222","34","19386","23","86834","168"
"1849","3/19 1:0","5560256","26321","2191959","2183","5249810","7392","574120","3248","195330","230","189187","706","164875","363","77227","26","19387","16","86838","152"
"1850","3/19 2:0","5560579","28661","2192287","2159","5250165","6762","574144","3595","195341","213","189194","729","164891","327","77230","31","19388","16","86837","98"
"1851","3/19 3:0","5560892","30740","2192618","2023","5250490","6868","574168","4000","195345","181","189206","697","164904","260","77233","36","19389","24","86838","105"
"1852","3/19 4:0","5561233","23961","2192983","2067","5250848","6356","574199","4214","195359","199","189217","633","164918","235","77234","28","19390","15","86838","93"
"1943","3/22 23:0","5584493","20899","2217466","2009","5275471","7873","575880","2993","195939","201","189829","903","166257","297","77418","19","19447","22","86845","74"
"1944","3/23 0:0","5584768","20387","2217771","1951","5275767","7927","575899","2864","195952","172","189840","910","166267","451","77418","9","19447","21","86844","62"
"1945","3/23 1:0","5584999","22738","2218026","1803","5276029","8897","575917","2789","195965","144","189856","804","166274","341","77419","17","19449","25","86842","88"
"1946","3/23 2:0","5585239","21030","2218305","1740","5276318","9357","575944","2889","195982","174","189866","823","166284","327","77421","18","19453","21","86843","99"
"1947","3/23 3:0","5585492","25458","2218584","1602","5276611","9693","575955","3162","195986","132","189880","742","166296","279","77423","20","19455","23","86841","119"
"1948","3/23 4:0","5585738","22307","2218863","1504","5276881","10291","575968","3408","196000","161","189890","730","166307","236","77425","28","19456","27","86841","98"
"1949","3/23 5:0","5585968","19197","2219112","1353","5277142","9620","575998","3793","196011","132","189896","748","166316","246","77424","16","19457","13","86844","97"
"1950","3/23 6:0","5586165","15985","2219328","1304","5277386","8045","576018","3596","196015","81","189897","632","166325","202","77427","15","19458","12","86848","93"
"1951","3/23 7:0","5586334","13344","2219511","1232","5277563","6875","576049","3315","196024","65","189905","551","166332","145","77429","14","19458","17","86848","61"
"1952","3/23 8:0","5586489","11684","2219675","1225","5277729","5557","576070","2785","196028","61","189911","478","166340","146","77430","16","19458","14","86851","60"
"1953","3/23 9:0","5586643","10195","2219855","1161","5277918","4716","576070","2258","196031","54","189917","435","166345","123","77431","18","19458","8","86850","50"
"1954","3/23 10:0","5586799","9735","2220035","1330","5278098","4210","576091","2088","196032","47","189918","390","166351","111","77432","13","19458","18","86851","38"
"1955","3/23 11:0","5586991","9170","2220230","1221","5278293","3943","576111","1999","196036","57","189922","339","166358","130","77434","14","19458","7","86850","34"
"1956","3/23 12:0","5587182","10031","2220437","1309","5278500","4408","576123","2348","196045","44","189920","374","166361","115","77438","26","19458","11","86853","44"
"1957","3/23 13:0","5587394","11970","2220658","1376","5278729","5351","576133","3214","196044","58","189928","392","166367","142","77440","31","19458","6","86855","63"
"1958","3/23 14:0","5587566","14822","2220864","1499","5278922","6880","576169","4027","196045","62","189935","520","166372","189","77444","33","19458","7","86855","67"
"1959","3/23 15:0","5587827","13415","2221138","1659","5279193","9148","576211","5487","196052","65","189940","626","166384","178","77453","62","19460","20","86858","78"
"1960","3/23 16:0","5588104","14776","2221439","2426","5279487","8470","576253","6862","196056","76","189946","737","166389","353","77459","56","19464","23","86854","100"
"1961","3/23 17:0","5588376","18632","2221719","2261","5279765","7700","576293","6733","196063","87","189949","810","166395","448","77459","45","19464","26","86854","119"
"1962","3/23 18:0","5588721","20356","2222061","2197","5280127","7229","576320","5084","196071","130","189949","796","166402","410","77462","43","19463","20","86854","109"
"1963","3/23 19:0","5589051","27098","2222411","1998","5280461","8508","576364","4509","196073","117","189944","899","166408","358","77466","40","19464","14","86851","129"
"1964","3/23 20:0","5589437","25726","2222840","1854","5280901","9642","576398","4125","196074","131","189951","876","166415","334","77467","45","19467","25","86850","118"
"1965","3/23 21:0","5589755","25428","2223184","1821","5281274","10455","576409","4196","196078","162","189959","867","166432","350","77468","46","19467","24","86844","141"
"1966","3/23 22:0","5590109","24754","2223559","1778","5281662","14159","576432","4528","196092","190","189971","900","166438","304","77473","55","19469","14","86844","145"
"1967","3/23 23:0","5590457","26466","2223927","1658","5282046","11270","576470","4693","196108","177","189982","783","166445","315","77474","42","19469","26","86845","142"
"1968","3/24 0:0","5590783","26482","2224292","1652","5282409","11098","576499","4395","196110","153","189989","748","166451","259","77478","61","19471","34","86847","170"
"1969","3/24 1:0","5591145","25160","2224641","1483","5282786","12232","576537","4097","196124","120","189997","773","166454","251","77480","39","19472","25","86853","137"
"1970","3/24 2:0","5591458","25831","2224965","1336","5283128","10660","576561","4021","196121","112","189999","721","166468","254","77482","60","19472","20","86854","117"
"1971","3/24 3:0","5591797","28120","2225313","1303","5283491","10053","576614","4511","196131","105","190005","867","166482","221","77481","51","19473","21","86851","122"
"1972","3/24 4:0","5592112","26951","2225646","1347","5283834","10054","576653","4892","196138","89","190006","818","166491","194","77482","37","19472","21","86850","118"
"1973","3/24 5:0","5592455","23017","2226001","990","5284203","8509","576704","4262","196145","66","190003","525","166501","142","77481","36","19473","19","86849","92"
"1974","3/24 6:0","5592796","16425","2226342","895","5284542","7203","576740","3448","196151","61","190010","391","166503","119","77484","25","19474","21","86846","73"
"1975","3/24 7:0","5593021","12835","2226601","815","5284791","6255","576775","2720","196152","42","190011","492","166504","135","77484","17","19477","14","86846","56"
"1976","3/24 8:0","5593279","10181","2226867","714","5285058","5541","576792","2151","196158","39","190015","399","166507","81","77484","12","19478","14","86848","42"
"1977","3/24 9:0","5593404","8498","2227014","587","5285198","4923","576795","1609","196162","42","190023","352","166508","80","77486","14","19479","13","86847","41"
"1978","3/24 10:0","5593572","8135","2227178","597","5285368","4812","576818","1612","196163","31","190026","301","166513","68","77486","16","19479","10","86846","33"
"1979","3/24 11:0","5593718","9660","2227337","663","5285524","4886","576828","1856","196162","41","190028","346","166516","94","77486","14","19479","7","86844","45"
"1980","3/24 12:0","5593889","12588","2227526","897","5285714","5802","576840","2219","196168","32","190026","419","166517","128","77486","20","19480","11","86844","50"
"1981","3/24 13:0","5594151","15600","2227808","1457","5285995","6622","576857","2558","196172","34","190031","450","166520","354","77486","22","19482","10","86844","43"
"1983","3/24 15:0","5594627","15420","2228282","1562","5286467","7094","576868","3354","196183","80","190038","611","166540","1056","77486","24","19483","19","86840","47"
"1984","3/24 16:0","5594950","19219","2228623","1443","5286807","10444","576878","3190","196184","152","190050","721","166558","881","77487","24","19483","20","86839","53"
"1985","3/24 17:0","5595315","31172","2228990","1529","5287182","8754","576882","2995","196194","177","190054","797","166579","818","77486","23","19485","20","86840","58"
"1986","3/24 18:0","5595736","30464","2229422","1543","5287610","8127","576918","3163","196202","202","190068","705","166607","625","77484","23","19487","18","86840","60"
"1987","3/24 19:0","5596118","29463","2229817","1592","5287946","7961","576934","3093","196211","183","190077","728","166620","570","77487","38","19487","18","86837","50"
"1988","3/24 20:0","5596491","30344","2230202","1802","5288329","8988","576958","3309","196223","173","190092","836","166638","493","77488","41","19488","12","86836","51"
"1989","3/24 21:0","5596865","30899","2230608","1910","5288743","9771","576975","3539","196225","186","190097","984","166652","490","77493","32","19488","23","86836","43"
"1990","3/24 22:0","5597235","33386","2230999","2121","5289198","8112","576992","3825","196230","182","190108","922","166663","413","77493","34","19491","15","86837","53"
"1991","3/24 23:0","5597622","32244","2231396","2833","5289598","8088","577021","4087","196249","144","190116","877","166672","421","77495","27","19492","9","86836","56"
"1992","3/25 0:0","5597983","28603","2231769","3752","5289975","7705","577053","4786","196251","139","190135","819","166683","368","77498","32","19490","15","86840","49"
"1993","3/25 1:0","5598313","27844","2232099","3229","5290311","8164","577084","4047","196259","124","190147","725","166697","356","77500","29","19491","10","86841","52"
"1994","3/25 2:0","5598657","31249","2232449","3524","5290679","7661","577104","4012","196265","113","190158","665","166705","267","77503","28","19491","13","86844","62"
"1995","3/25 3:0","5599034","29729","2232866","2974","5291093","9933","577148","4401","196270","121","190159","731","166714","274","77508","26","19493","36","86843","106"
"1996","3/25 4:0","5599460","27184","2233306","2635","5291520","8636","577204","4223","196277","102","190170","656","166726","226","77513","25","19492","27","86843","78"
"1997","3/25 5:0","5599783","18135","2233641","2166","5291862","6686","577240","3745","196283","100","190176","514","166740","178","77515","18","19493","17","86846","67"
"1998","3/25 6:0","5600074","14530","2233929","1639","5292153","5431","577277","3281","196299","69","190181","388","166744","159","77518","16","19494","20","86847","55"
"1999","3/25 7:0","5600324","11990","2234179","1435","5292402","4536","577307","2660","196307","51","190188","351","166749","132","77518","10","19493","10","86846","42"
"2000","3/25 8:0","5600481","9440","2234346","1233","5292584","4184","577336","2092","196309","43","190190","308","166757","95","77518","10","19492","10","86845","46"
"2001","3/25 9:0","5600661","7873","2234525","1028","5292775","3835","577348","1627","196309","29","190192","299","166759","80","77520","8","19493","8","86847","37"
"2002","3/25 10:0","5600837","7596","2234713","1040","5292947","4047","577361","1618","196314","47","190198","256","166758","50","77522","11","19493","11","86848","38"
"2003","3/25 11:0","5601011","9428","2234897","1179","5293130","4815","577369","1990","196321","44","190201","234","166760","62","77523","15","19495","10","86847","34"
"2004","3/25 12:0","5601251","10658","2235144","1460","5293370","6294","577375","2454","196322","43","190200","343","166766","141","77522","17","19496","10","86849","47"
"2005","3/25 13:0","5601562","12867","2235462","1632","5293686","8614","577394","2586","196328","37","190207","440","166770","163","77521","16","19497","12","86850","57"
"2006","3/25 14:0","5601800","15672","2235710","1827","5293930","7129","577397","2786","196335","44","190217","620","166778","180","77521","22","19498","12","86850","57"
"2007","3/25 15:0","5602055","18267","2235988","2336","5294209","10102","577407","2957","196344","77","190227","679","166783","231","77522","17","19497","12","86849","70"
"2008","3/25 16:0","5602367","21345","2236303","3070","5294541","8131","577418","2916","196349","144","190229","608","166796","203","77524","20","19500","15","86849","96"
"2009","3/25 17:0","5602727","22126","2236667","3324","5294890","7330","577416","2928","196354","165","190239","652","166802","214","77526","24","19503","13","86852","83"
"2010","3/25 18:0","5603062","27689","2237018","2805","5295248","7834","577431","3038","196363","161","190252","739","166813","204","77530","26","19506","13","86854","62"
"2011","3/25 19:0","5603414","27117","2237394","2619","5295630","7904","577457","3142","196365","167","190260","856","166821","218","77531","22","19507","19","86858","89"
"2012","3/25 20:0","5603774","25656","2237766","2374","5296006","8398","577483","3472","196372","158","190271","923","166830","183","77531","19","19508","19","86859","102"
"2013","3/25 21:0","5604129","25949","2238151","2541","5296400","6530","577499","3852","196389","157","190275","999","166849","200","77533","23","19510","30","86856","81"
"2014","3/25 22:0","5604506","26223","2238558","2391","5296833","7236","577522","4017","196396","145","190283","914","166865","226","77536","23","19511","27","86856","83"
"2015","3/25 23:0","5604866","23182","2238922","2343","5297212","8290","577553","4084","196410","117","190293","858","166875","205","77536","22","19510","24","86860","79"
"2016","3/26 0:0","5605266","22672","2239324","2061","5297621","12888","577581","5331","196422","128","190307","759","166880","164","77537","14","19511","23","86863","74"
"2017","3/26 1:0","5605635","24884","2239717","1987","5298030","12446","577662","27324","196437","76","190319","697","166894","176","77537","26","19512","22","86860","61"
"2018","3/26 2:0","5605966","23969","2240061","1958","5298378","10126","577746","4078","196451","93","190327","699","166903","220","77540","15","19514","24","86864","79"
"2019","3/26 3:0","5606318","25271","2240435","1839","5298757","8508","577761","4008","196459","97","190335","655","166909","211","77544","23","19515","18","86864","71"
"2020","3/26 4:0","5606638","21495","2240774","1857","5299100","7399","577794","3965","196471","72","190348","571","166916","160","77549","25","19518","17","86863","51"
"2021","3/26 5:0","5606963","19033","2241113","1734","5299445","6551","577830","3669","196483","73","190356","546","166921","134","77553","15","19519","11","86864","53"
"2022","3/26 6:0","5607242","16188","2241411","1542","5299742","5360","577853","3111","196490","66","190358","445","166927","96","77558","18","19519","17","86862","34"
"2023","3/26 7:0","5607462","12948","2241634","1541","5299967","4259","577882","2733","196489","63","190366","393","166928","69","77561","11","19521","7","86861","39"
"2024","3/26 8:0","5607606","10166","2241785","1395","5300110","3162","577916","2159","196494","51","190373","318","166935","72","77564","17","19522","14","86860","23"
"2025","3/26 9:0","5607764","8430","2241951","1187","5300279","2729","577932","1608","196491","46","190374","280","166937","69","77563","8","19522","8","86862","25"
"2026","3/26 10:0","5607935","8128","2242129","1177","5300466","2623","577945","1557","196492","69","190380","266","166939","59","77566","18","19522","14","86860","25"
"2027","3/26 11:0","5608089","9116","2242294","1477","5300621","3139","577954","1963","196497","60","190382","284","166941","60","77567","15","19523","15","86860","26"
"2028","3/26 12:0","5608302","11006","2242516","2152","5300840","6112","577970","2383","196502","80","190389","319","166945","157","77566","14","19524","8","86860","33"
"2029","3/26 13:0","5608547","14252","2242762","2705","5301096","5367","577980","2453","196505","107","190396","429","166947","201","77567","17","19524","10","86860","43"
"2030","3/26 14:0","5608817","12199","2243042","2881","5301386","8022","577992","2769","196508","126","190405","511","166954","265","77566","17","19523","16","86858","75"
"2031","3/26 15:0","5609072","17446","2243315","3192","5301666","6922","577989","2756","196511","111","190409","568","166958","272","77566","40","19523","16","86856","108"
"2032","3/26 16:0","5609378","20881","2243609","3319","5301961","6527","578007","2655","196516","100","190416","629","166964","286","77570","40","19523","11","86853","125"
"2033","3/26 17:0","5609711","25557","2243934","3118","5302305","6228","578004","2612","196523","106","190424","747","166976","297","77577","46","19525","16","86853","120"
"2034","3/26 18:0","5610048","30242","2244282","2767","5302642","6890","578015","2709","196528","94","190456","784","166987","251","77583","63","19525","17","86853","107"
"2035","3/26 19:0","5610393","31868","2244633","2746","5303009","8583","578028","2867","196531","119","190490","843","166993","246","77585","65","19528","20","86853","89"
"2036","3/26 20:0","5610793","31994","2245094","2540","5303416","11074","578058","2987","196536","167","190520","893","167001","246","77588","76","19529","19","86852","93"
"2037","3/26 21:0","5611230","29589","2245627","2717","5303875","10527","578075","3261","196539","167","190576","938","167015","252","77594","38","19529","23","86856","71"
"2038","3/26 22:0","5611669","32196","2246206","2872","5304339","9071","578106","3498","196545","220","190632","926","167029","225","77597","32","19528","18","86859","78"
"2039","3/26 23:0","5612025","30584","2246705","3332","5304711","8202","578134","3453","196554","188","190696","944","167042","203","77599","23","19527","17","86854","107"
"2040","3/27 0:0","5612502","26247","2247356","3932","5305217","9372","578164","3944","196561","186","190792","973","167054","195","77600","29","19527","24","86855","117"
"2041","3/27 1:0","5613007","24267","2248157","4055","5305755","12619","578183","3279","196568","131","190970","1111","167070","199","77602","41","19527","27","86870","117"
"2042","3/27 2:0","5613475","28363","2248785","4725","5306263","9508","578209","3312","196575","129","191121","1102","167091","186","77605","38","19528","32","86874","97"
"2043","3/27 3:0","5613848","38178","2249205","4130","5306674","8875","578237","3828","196591","119","191195","1087","167130","202","77609","37","19529","27","86878","83"
"2044","3/27 4:0","5614208","35855","2249610","3427","5307075","10019","578273","3937","196602","93","191236","969","167146","191","77611","46","19530","27","86882","64"
"2046","3/27 6:0","5614831","19741","2250307","2369","5307725","6360","578324","3113","196627","74","191296","688","167188","162","77612","30","19535","18","86883","50"
"2047","3/27 7:0","5615111","14861","2250620","2029","5308017","5065","578344","2500","196632","59","191325","612","167213","129","77615","20","19539","17","86880","40"
"2048","3/27 8:0","5615318","12297","2250858","1514","5308229","3699","578387","2056","196631","47","191359","477","167228","96","77615","18","19539","16","86880","39"
"2049","3/27 9:0","5615471","8836","2251035","1167","5308389","2879","578410","1525","196635","35","191372","391","167241","77","77615","17","19539","13","86882","32"
"2050","3/27 10:0","5615658","7884","2251244","1010","5308600","2765","578425","1487","196636","42","191386","351","167254","98","77615","11","19539","15","86883","26"
"2051","3/27 11:0","5615871","9137","2251472","1180","5308808","2975","578449","1852","196640","32","191401","414","167272","103","77616","11","19538","10","86883","25"
"2052","3/27 12:0","5616089","12098","2251713","1464","5309031","3667","578466","2313","196640","41","191425","499","167282","143","77616","20","19538","17","86886","41"
"2053","3/27 13:0","5616321","13594","2251983","1627","5309275","6316","578481","2534","196646","44","191452","602","167296","154","77617","18","19538","13","86886","31"
"2054","3/27 14:0","5616562","15314","2252257","1577","5309535","8817","578489","2625","196649","54","191479","765","167309","197","77617","25","19539","12","86885","56"
"2056","3/27 16:0","5617128","18371","2252835","1403","5310125","8585","578518","2594","196650","70","191502","986","167358","466","77614","31","19540","10","86890","59"
"2057","3/27 17:0","5617436","25100","2253144","1432","5310444","8431","578538","2713","196652","71","191517","884","167383","619","77615","27","19540","27","86888","62"
"2058","3/27 18:0","5617791","24862","2253513","1619","5310824","8301","578560","2654","196665","95","191535","828","167411","660","77617","15","19540","27","86888","60"
"2059","3/27 19:0","5618178","28988","2253918","2373","5311223","8624","578577","2606","196677","81","191554","791","167430","640","77618","24","19540","21","86889","70"
"2060","3/27 20:0","5618530","25714","2254293","5700","5311609","8143","578602","2736","196679","90","191569","829","167445","577","77620","20","19540","31","86890","69"
"2061","3/27 21:0","5618871","26939","2254672","4806","5311987","8213","578615","2882","196682","86","191584","917","167457","537","77621","23","19538","19","86889","90"
"2062","3/27 22:0","5619213","30404","2255038","4395","5312346","9051","578635","3119","196689","125","191594","948","167469","571","77622","30","19539","12","86887","75"
"2063","3/27 23:0","5619542","23190","2255387","4426","5312703","8968","578648","3132","196705","134","191602","882","167475","507","77623","40","19539","14","86885","101"
"2064","3/28 0:0","5619828","22151","2255708","5214","5313004","8591","578672","3082","196788","493","191608","764","167486","389","77622","26","19539","8","86887","125"
"2065","3/28 1:0","5620160","25133","2256086","4928","5313362","10735","578679","2955","196838","202","191622","705","167501","351","77627","34","19542","24","86889","117"
"2066","3/28 2:0","5620466","27421","2256401","4996","5313654","14209","578709","3277","196871","203","191633","714","167514","356","77630","24","19543","17","86890","147"
"2067","3/28 3:0","5620799","25826","2256737","4820","5314001","11702","578728","3784","196879","236","191641","733","167528","279","77631","25","19543","26","86892","125"
"2068","3/28 4:0","5621086","23377","2257044","4663","5314299","8127","578754","3865","196898","332","191647","615","167538","234","77635","32","19544","19","86897","117"
"2069","3/28 5:0","5621326","18828","2257316","3853","5314564","6713","578791","3598","196904","311","191653","514","167553","208","77636","30","19546","17","86893","133"
"2070","3/28 6:0","5621554","15962","2257550","2588","5314794","5706","578805","3054","196918","281","191664","426","167559","165","77638","22","19547","25","86895","99"
"2071","3/28 7:0","5621730","13076","2257732","1950","5314978","5120","578843","2592","196923","216","191672","388","167566","127","77638","12","19547","16","86896","98"
"2073","3/28 9:0","5622014","8677","2258026","1285","5315256","4567","578875","1646","196930","153","191682","267","167572","95","77642","11","19547","11","86898","88"
"2074","3/28 10:0","5622185","8057","2258202","1158","5315433","3992","578890","1592","196934","140","191684","260","167577","103","77642","11","19547","11","86897","67"
"2075","3/28 11:0","5622355","8983","2258374","1307","5315612","4226","578896","1990","196937","167","191688","336","167579","111","77643","19","19546","6","86896","92"
"2076","3/28 12:0","5622520","11015","2258544","1526","5315779","4786","578904","2366","196944","162","191694","336","167584","113","77644","14","19546","10","86897","92"
"2077","3/28 13:0","5622678","12609","2258708","1907","5315940","5519","578904","2577","196944","195","191696","409","167587","122","77645","13","19546","10","86897","100"
"2078","3/28 14:0","5622888","16184","2258923","2106","5316161","8264","578915","2816","196946","188","191699","592","167595","141","77648","20","19548","19","86897","140"
"2079","3/28 15:0","5623112","16261","2259162","2334","5316417","9346","578924","3222","196952","183","191703","656","167604","200","77649","25","19548","14","86895","188"
"2080","3/28 16:0","5623401","16427","2259456","2190","5316724","9708","578952","3122","196963","179","191705","866","167620","376","77652","25","19548","17","86894","137"
"2081","3/28 17:0","5623638","23014","2259705","2261","5316989","8650","578959","2790","196969","142","191714","793","167636","398","77656","25","19550","14","86893","107"
"2082","3/28 18:0","5623927","22964","2260031","3429","5317298","7012","578980","2759","196971","157","191723","806","167649","361","77658","17","19552","23","86895","117"
"2083","3/28 19:0","5624256","34009","2260376","4309","5317644","6151","578997","2915","196972","174","191728","727","167672","329","77661","21","19553","11","86898","110"
"2084","3/28 20:0","5624552","30439","2260682","3557","5317957","5616","579012","2940","196976","120","191737","790","167691","315","77662","31","19554","11","86898","119"
"2085","3/28 21:0","5624838","25667","2260965","3190","5318246","4778","579014","3288","196977","137","191740","701","167704","253","77663","28","19554","23","86897","123"
"2086","3/28 22:0","5625119","31770","2261257","3018","5318542","5151","579034","3808","196983","115","191752","774","167715","259","77662","35","19555","19","86896","117"
"2087","3/28 23:0","5625422","23868","2261574","3004","5318853","8814","579044","3621","196996","138","191758","720","167726","237","77663","36","19555","16","86894","93"
"2088","3/29 0:0","5625745","22306","2261897","2970","5319162","9416","579063","3656","197001","123","191766","578","167742","226","77668","31","19556","16","86893","98"
"2090","3/29 2:0","5626279","19995","2262450","2129","5319735","7348","579105","3471","197019","99","191776","683","167766","189","77672","40","19557","19","86897","79"
"2091","3/29 3:0","5626623","16806","2262816","2007","5320113","9263","579117","3508","197024","69","191777","782","167779","165","77672","40","19556","16","86896","64"
"2092","3/29 4:0","5626890","19705","2263086","1825","5320382","9134","579144","3597","197031","71","191797","782","167792","171","77672","39","19556","7","86895","59"
"2093","3/29 5:0","5627140","18988","2263352","1677","5320651","10415","579173","3642","197040","83","191808","682","167807","155","77670","45","19556","11","86895","51"
"2096","3/29 8:0","5627699","12937","2263935","1099","5321250","5054","579256","2484","197048","37","191818","374","167828","78","77669","19","19554","14","86899","36"
"2097","3/29 9:0","5627870","11622","2264110","885","5321437","3941","579270","2117","197049","42","191820","318","167829","80","77669","15","19554","8","86900","42"
"2098","3/29 10:0","5628058","10287","2264297","925","5321631","3613","579291","1833","197052","39","191823","287","167832","72","77669","13","19554","6","86905","36"
"2099","3/29 11:0","5628191","10205","2264424","899","5321766","3354","579307","1799","197055","43","191827","280","167835","66","77670","11","19554","10","86905","24"
"2100","3/29 12:0","5628327","11675","2264578","1081","5321914","3866","579320","2063","197054","40","191828","313","167842","94","77670","18","19554","10","86906","28"
"2101","3/29 13:0","5628509","13075","2264763","1518","5322106","4333","579347","2517","197055","51","191829","401","167842","84","77668","15","19554","18","86906","40"
"2102","3/29 14:0","5628665","13099","2264939","2752","5322269","5456","579347","3101","197052","72","191833","439","167846","78","77670","27","19554","23","86909","41"
"2103","3/29 15:0","5628889","15034","2265176","2519","5322507","7119","579343","3557","197057","77","191834","564","167852","59","77673","26","19553","25","86908","55"
"2104","3/29 16:0","5629203","16852","2265510","2750","5322838","9277","579348","3734","197064","100","191830","693","167858","110","77674","21","19552","22","86906","61"
"2105","3/29 17:0","5629473","19041","2265774","2501","5323111","8650","579367","3463","197066","101","191837","755","167864","258","77672","27","19553","24","86904","165"
"2106","3/29 18:0","5629743","19929","2266062","2151","5323402","8215","579374","3382","197067","118","191840","907","167876","268","77674","37","19550","19","86903","225"
"2107","3/29 19:0","5630066","22272","2266389","2084","5323732","7674","579389","3221","197073","115","191841","847","167886","285","77672","27","19552","32","86901","224"
"2108","3/29 20:0","5630407","23885","2266754","1810","5324097","7875","579417","3146","197080","195","191850","866","167900","251","77673","29","19553","27","86902","260"
"2110","3/29 22:0","5631031","24575","2267399","1652","5324748","8110","579502","3186","197079","191","191862","843","167915","238","77676","42","19552","29","86902","134"
"2111","3/29 23:0","5631352","25796","2267729","1667","5325071","7643","579525","3083","197087","192","191870","866","167927","288","77675","29","19552","33","86906","111"
"2112","3/30 0:0","5631632","27985","2268011","1578","5325361","8066","579543","3196","197095","172","191875","887","167944","217","77674","26","19555","37","86908","94"
"2113","3/30 1:0","5631938","25700","2268328","1502","5325677","8900","579567","2942","197104","166","191887","813","167955","208","77673","29","19555","29","86909","77"
"2114","3/30 2:0","5632191","23832","2268588","1431","5325943","11536","579583","2861","197114","149","191898","805","167962","175","77675","40","19555","28","86909","86"
"2115","3/30 3:0","5632553","22205","2268954","1422","5326322","9987","579613","2936","197129","105","191906","856","167411","660","77681","36","19555","28","86911","76"
"2116","3/30 4:0","5632867","21479","2269299","1487","5326664","8981","579635","3039","197132","132","191907","798","167985","165","77683","21","19556","22","86911","75"
"2117","3/30 5:0","5633217","21108","2269655","1444","5327031","9682","579654","3013","197144","113","191920","819","167997","122","77681","23","19554","26","86911","80"
"2118","3/30 6:0","5633469","16495","2269908","1401","5327293","8617","579675","2955","197147","94","191932","662","168006","117","77681","25","19554","22","86914","57"
